7,0
228,0
276,0
287,0
382,0
485,0
676,0
791,0
1034,0
1240,0
1303,1
1475,0
2378,0
2497,0
2522,0
2693,0
2894,0
3052,1
3059,0
3063,0
3223,1
3269,0
3289,1
3303,1
3401,1
3406,1
3444,0
3554,0
3598,0
3763,0
3812,0
3947,0
4060,0
4095,0
4222,0
4230,0
4605,0
4712,0
4743,0
4809,0
4863,0
5122,0
5213,0
5262,0
5307,0
5550,0
5588,0
5846,0
6223,0
6232,0
6345,0
6452,0
6515,0
6665,0
6685,1
7169,0
7172,0
7386,0
7489,0
7490,0
7511,0
7590,1
7733,0
7839,0
7860,0
8044,0
8197,0
8553,0
8560,0
8638,0
8793,0
8921,0
9000,0
9005,0
9089,0
9227,0
9255,0
9298,0
9354,0
9676,0
9684,0
9806,0
9970,0
10004,0
10232,0
10501,0
10569,0
10635,1
10656,0
10816,0
10894,0
10915,0
11063,1
11077,0
11105,1
11276,0
11436,0
11606,0
11684,0
11696,0
11711,0
12086,0
12580,0
12692,0
12720,0
12750,0
12799,0
12816,0
13064,0
13078,1
13315,0
13457,0
13551,1
13667,0
13741,0
13814,1
13849,0
13987,1
14007,0
14100,1
14108,0
14141,1
14155,0
14165,1
14262,0
14267,0
14433,0
14582,0
14705,0
14903,0
14944,0
14962,0
14975,0
15119,0
15148,0
15255,0
15270,0
15549,0
15603,0
15628,0
15647,1
15932,0
16057,0
16209,1
16246,0
16307,0
16454,0
16639,0
16868,0
17038,0
17087,0
17102,0
17222,1
17228,0
17371,0
17481,0
17529,0
17558,0
17738,0
17862,0
18144,0
18318,0
18416,0
18733,0
18770,1
18804,0
18881,0
18953,0
18982,0
19008,0
19322,0
19354,0
19645,0
19650,0
19755,0
19818,0
19886,0
20141,0
20149,0
20245,0
20250,1
20366,1
20431,0
20492,1
20543,0
20707,1
20852,0
21145,0
21195,1
21285,0
21324,0
21354,1
21463,1
21554,0
21730,1
21807,0
21873,1
21910,1
22039,0
22162,0
22176,0
22247,0
22342,0
22475,1
22476,0
22602,0
22618,0
22638,1
22705,0
22730,0
22791,0
22924,0
23186,0
23401,0
23573,1
23643,0
23758,0
23810,1
23822,1
23897,0
23950,0
24048,0
24122,0
24159,0
24209,0
24412,0
24433,0
24662,0
24674,0
24685,0
24919,0
24947,0
25048,0
25137,0
25176,0
25466,0
25635,1
25729,1
25805,0
25851,0
25925,0
25957,0
25987,1
26227,0
26242,0
26294,0
26422,0
26686,0
26697,1
26824,0
26975,1
27013,0
27112,0
27116,0
27122,0
27295,0
27403,1
27528,0
27599,0
27603,0
27689,0
27802,0
28034,0
28100,0
28201,0
28419,0
28424,0
28597,0
28664,0
28938,0
28968,0
28989,0
29458,0
29529,0
29830,0
30085,0
30123,1
30130,0
30434,1
30450,0
30517,1
30560,0
30677,0
30714,0
30725,0
30814,0
30883,0
30892,0
31060,0
31201,0
31323,0
31490,0
31561,1
31625,0
31836,0
31890,0
31954,1
31995,0
32042,0
32043,0
32140,0
32327,0
32401,0
32462,0
32464,0
32529,0
32532,0
32625,0
32630,0
32761,0
32992,0
33032,0
33192,0
33225,0
33278,0
33316,0
33358,0
33494,0
33678,0
33829,0
33917,0
33977,0
33999,0
34144,0
34330,0
